Station,Reading,Time,Date,height_sea_level_m,X,Y,longitude,latitude,gravity_mgal,TideCorr,Source
176,2187.09,15:02:00,2019/12/13,423.64,243188.014319889,7709131.95093998,-41.4655637777778,-20.6997079444444,978539.131251354,0.100640334188938,13122019_996
177,2185.82,15:23:00,2019/12/13,435.93,242992.92748376,7708662.02682363,-41.4675041111111,-20.7039233888889,978537.834160472,0.0793553590774536,13122019_996
178,2173595,15:47:00,2019/12/13,484.03,242531.392809856,7708879.60486286,-41.4719003055556,-20.7018956666667,978525.518038079,0.0541229285299778,13122019_996
179,2156.53,16:26:00,2019/12/13,562.83,242200.750462708,7709381.60868444,-41.4749989166667,-20.69731825,978508.32044646,0.0131990667432547,13122019_996
180,2170785,16:55:00,2019/12/13,465.23,241624.30410062,7709811.02957999,-41.4804661111111,-20.6933620833333,978522.626996111,-0.0152820562943816,13122019_996
181,2204.07,17:21:00,2019/12/13,291.53,241119.660007408,7710319.6245698,-41.4852325555556,-20.6887009722222,978556.07365743,-0.038148071616888,13122019_996
182,2178.16,08:45:00,2019/12/14,228.71,245749.38205525,7706146.74819295,-41.4414217777778,-20.7270076666667,978583.594122533,-0.0158172529190779,14122019_965
183,2174.69,09:06:00,2019/12/14,239.52,245121.191890695,7706085.35486474,-41.4474586944444,-20.7274762222222,978580.106450136,0.00384960090741515,14122019_965
184,2153.45,09:31:00,2019/12/14,334.63,244886.412785557,7705648.63465969,-41.4497750555556,-20.7313866944444,978558.662067208,0.0286958776414394,14122019_965
185,2128.88,10:01:00,2019/12/14,453.24,244331.722585497,7705655.30829733,-41.4550969166667,-20.7312505277778,978533.857496296,0.0592856109142303,14122019_965
186,2112.23,10:31:00,2019/12/14,541.07,243747.189616542,7705817.70747606,-41.4606823888889,-20.7297042777778,978517.05776519,0.0891791507601738,14122019_965
187,2129115,10:54:00,2019/12/14,455.26,243341.33941373,7705880.49721668,-41.4645676944444,-20.7290816666667,978534.146710704,0.110616892576218,14122019_965
188,2142.12,11:20:00,2019/12/14,389.38,242973.132606237,7706313.08740015,-41.4680376111111,-20.7251257777778,978547.314075715,0.132358595728874,14122019_965
189,2145.18,11:50:00,2019/12/14,368.81,242538.121303287,7706575.48278855,-41.4721733055556,-20.7226970555556,978550.428021908,0.153061434626579,14122019_965
190,2155.94,12:16:00,2019/12/14,287.59,242559.428251969,7705933.32597914,-41.472063,-20.7284970555556,978561.31773726,0.166399478912354,14122019_965
191,2169.65,12:50:00,2019/12/14,215.12,241780.579020463,7705609.35464945,-41.47958425,-20.7313140833333,978575.186084991,0.176457807421684,14122019_965
192,2170.61,14:19:00,2019/12/14,202.8,237988.904161267,7710586.34035678,-41.5152261944444,-20.6858572777778,978576.141430223,0.160855486989021,14122019_965
193,2150.2,14:58:00,2019/12/14,273.84,239348.14929331,7716075.81875212,-41.5013755555556,-20.63649175,978555.486931394,0.136530697345734,14122019_965
194,2126.8,15:28:00,2019/12/14,388.2,236648.760113579,7718556.23797645,-41.5268919166667,-20.6137233611111,978531.810381122,0.112505070865154,14122019_965
195,2138135,16:04:00,2019/12/14,328.99,233550.347654762,7715977.58997579,-41.5569883888889,-20.6365636944444,978543.235051728,0.0795232504606247,14122019_965
196,2142.34,16:32:00,2019/12/14,335.36,235372.047512727,7713165.43879906,-41.53994125,-20.6622071944444,978547.458210196,0.0520853884518147,14122019_965
197,2137.08,17:05:00,2019/12/14,390.23,234608.276032183,7708583.62341297,-41.5479572777778,-20.7034591944444,978542.109425837,0.0198941379785538,14122019_965
198,2256.19,09:09:00,2019/12/15,100.13,253106.025078238,7702840.96782875,-41.3712917222222,-20.7578404444444,978608.549725388,-0.0250905584543943,15122019_996
199,2252.44,09:42:00,2019/12/15,116.65,254903.515742686,7703466.80686817,-41.35395125,-20.7524275277778,978604.804091166,0.00124334008432925,15122019_996
200,2256345,10:15:00,2019/12/15,94.67,256808.957220596,7704135.50651449,-41.3355698055556,-20.7466398611111,978608.758426791,0.0304445847868919,15122019_996
201,2259.41,10:51:00,2019/12/15,90.16,258649.557790739,7701578.42807449,-41.3182560555556,-20.7699655555556,978611.871758146,0.063383661210537,15122019_996
202,2264175,11:20:00,2019/12/15,84.68,262580.581092999,7701578.92522822,-41.2805198611111,-20.7704664444444,978616.687518727,0.089117057621479,15122019_996
203,2259.83,11:50:00,2019/12/15,81.52,260044.555355488,7703517.59205959,-41.30459925,-20.752638,978612.341491974,0.113208822906017,15122019_996
204,2253545,12:15:00,2019/12/15,93.93,258150.877730007,7706183.00982602,-41.322408,-20.7283286111111,978606.038300227,0.130602091550827,15122019_996
205,2251.39,12:45:00,2019/12/15,90.6,257963.538917764,7708994.3875229,-41.3238185555556,-20.7029218611111,978603.88696882,0.147344201803207,15122019_996
206,2238.41,13:14:00,2019/12/15,137.21,259487.570800474,7710785.71482975,-41.3089502222222,-20.6869454722222,978590.845490435,0.158436134457588,15122019_996
207,2227.59,13:59:00,2019/12/15,163.97,259507.346080505,7713773.01589746,-41.3083526111111,-20.6599768055556,978579.970203548,0.164490774273872,15122019_996
208,2231.6,14:40:00,2019/12/15,126.37,260065.419070704,7717000.83173536,-41.3025602777778,-20.6309054444444,978583.993991769,0.157892718911171,15122019_996
209,2222.29,15:09:00,2019/12/15,125.54,259125.937456889,7721007.59486642,-41.3110246388889,-20.5946093055556,978574.620357746,0.14664401113987,15122019_996
210,2224.12,15:36:00,2019/12/15,125.07,258762.774132953,7722233.07679825,-41.3143398055556,-20.58349825,978576.444516052,0.131836235523224,15122019_996
211,2208.72,16:15:00,2019/12/15,177.6,255323.180538832,7721541.68877636,-41.3474128333333,-20.5892960277778,978560.93095205,0.104559555649757,15122019_996
212,2183.32,16:58:00,2019/12/15,295.26,257806.997516802,7725560.4408505,-41.3230488333333,-20.5533338333333,978535.353736134,0.0687937662005425,15122019_996
213,2075.43,17:40:00,2019/12/15,877.69,252114.899558516,7725335.80210875,-41.3776423055556,-20.5546214166667,978426.831984862,0.0321469157934189,15122019_996
214,2242,08:54:00,2019/12/16,130.01,238127.902070019,7705900.090125,-41.5145908888889,-20.7281805277778,978594.252963341,-0.0459412224590778,16122019_996
215,2248515,09:37:00,2019/12/16,109.03,242759.677619708,7703820.3190933,-41.4704512222222,-20.7475998055556,978600.8207755,-0.0274748876690865,16122019_996
216,2249765,10:24:00,2019/12/16,113.2,247258.111006096,7702987.96253858,-41.4273992222222,-20.7557293888889,978602.105047275,0.0015468574129045,16122019_996
217,2245.23,10:51:00,2019/12/16,136.66,248011.580920314,7704315.62928345,-41.4199767777778,-20.7438455,978597.563655007,0.0210305843502283,16122019_996
218,2240005,11:53:00,2019/12/16,134.22,251967.812238509,7708102.96276941,-41.3814729444444,-20.7101835555556,978592.355206195,0.0684628486633301,16122019_996
219,2231115,13:00:00,2019/12/16,156.33,261001.228129794,7714325.89419119,-41.2939474166667,-20.65517625,978583.459358039,0.113826140761375,16122019_996
220,2187.14,13:30:00,2019/12/16,350.33,258564.875956459,7716249.64403956,-41.3170543055556,-20.6374950833333,978539.256440264,0.128808081150055,16122019_996
221,2097045,15:05:00,2019/12/16,797.13,252381.632338366,7722009.86158383,-41.3755502222222,-20.5846840833333,978448.679132427,0.145307257771492,16122019_996
222,2119495,15:41:00,2019/12/16,683.88,252563.204099676,7719345.5120052,-41.374182,-20.6087624722222,978471.244183657,0.138128146529198,16122019_996
223,2203015,17:06:00,2019/12/16,264.94,245174.133206187,7717188.94381009,-41.4453439722222,-20.6272434444444,978555.178642651,0.0961659178137779,16122019_996
224,2168435,09:38:00,2019/12/17,204.11,239604.189758368,7711266.47943532,-41.4996305,-20.679943,978573.73208445,-0.0302296411246061,17122019_965
225,2164.15,11:52:00,2019/12/17,226.73,237502.245722596,7711666.70646174,-41.5197335,-20.6760363611111,978569.446410775,0.0243817865848541,17122019_965
226,2135695,15:49:00,2019/12/17,443.57,240697.890125198,7698939.24558973,-41.4909605277778,-20.7913771666667,978540.768876057,0.125091537833214,17122019_965
227,2165.48,16:38:00,2019/12/17,293.06,235344.656608137,7697816.62139923,-41.5425179444444,-20.8007570833333,978570.86695298,0.119784101843834,17122019_965
83,,,,29.99,,,-41.1117,-20.8481,978640.2600,,ON
84,,,,33.00,,,-40.0683,-19.4047,978588.4600,,ON
86,,,,3.25,,,-40.3528,-20.3078,978641.8500,,ON
87,,,,2.84,,,-40.2881,-20.2569,978638.3800,,ON
153,,,,896.42,,,-43.9378,-19.9325,978368.6100,,ON
154,,,,848.48,,,-43.9336,-19.9161,978378.3900,,ON
155,,,,785.30,,,-43.9333,-19.9097,978385.5800,,ON
161,,,,905.16,,,-43.8500,-20.5033,978415.9100,,ON
168,,,,170.31,,,-41.9386,-18.8553,978458.1900,,ON
177,,,,994.82,,,-43.7856,-20.6597,978400.1500,,ON
178,,,,995.77,,,-43.7917,-20.6633,978399.6500,,ON
184,,,,587.31,,,-41.4756,-16.2228,978249.8500,,ON
189,,,,655.33,,,-43.8633,-16.7283,978231.5800,,ON
190,,,,631.92,,,-43.8514,-16.7264,978236.2400,,ON
191,,,,103.67,,,-40.3539,-17.8392,978462.3700,,ON
192,,,,524.61,,,-43.0353,-19.7667,978399.3700,,ON
210,,,,334.06,,,-41.5000,-17.8667,978392.4900,,ON
na,,,,1049.48,,,-43.6619,-20.3550,978359.3100,,ON
na,,,,1042.64,,,-43.6697,-20.3494,978359.5400,,ON
na,,,,1196.55,,,-43.5897,-20.3775,978339.2000,,ON
na,,,,1151.24,,,-43.5994,-20.3792,978348.2600,,ON
na,,,,1303.48,,,-43.5567,-20.3719,978315.7400,,ON
na,,,,1327.25,,,-43.5650,-20.3675,978309.1000,,ON
na,,,,1255.09,,,-43.5744,-20.3697,978323.9100,,ON
na,,,,1228.78,,,-43.5806,-20.3750,978333.1800,,ON
na,,,,1060.01,,,-43.6556,-20.3617,978357.7500,,ON
na,,,,1089.11,,,-43.6464,-20.3653,978353.4500,,ON
na,,,,1117.54,,,-43.6081,-20.3769,978354.1800,,ON
na,,,,1091.32,,,-43.6164,-20.3753,978357.3600,,ON
na,,,,1071.39,,,-43.6258,-20.3750,978361.7500,,ON
na,,,,1114.77,,,-43.6308,-20.3689,978348.9900,,ON
na,,,,1134.15,,,-43.6406,-20.3708,978345.9200,,ON
na,,,,1274.09,,,-43.5400,-20.3753,978322.7300,,ON
na,,,,1280.05,,,-43.5486,-20.3761,978321.7700,,ON
na,,,,1228.00,,,-43.5308,-20.3764,978331.4300,,ON
na,,,,546.51,,,-43.1825,-20.3792,978443.5100,,ON
na,,,,588.10,,,-43.2022,-20.3683,978434.0600,,ON
na,,,,642.82,,,-43.1533,-20.4022,978427.3900,,ON
na,,,,608.57,,,-43.1614,-20.3958,978432.9100,,ON
na,,,,641.91,,,-43.1686,-20.3911,978425.1100,,ON
na,,,,600.42,,,-43.1744,-20.3844,978431.5600,,ON
na,,,,536.15,,,-43.1353,-20.3942,978446.7400,,ON
na,,,,470.58,,,-43.1903,-20.3758,978457.3300,,ON
na,,,,512.13,,,-43.1986,-20.3739,978449.8700,,ON
na,,,,636.09,,,-43.1114,-20.4122,978430.5000,,ON
na,,,,636.34,,,-43.2125,-20.3708,978424.1100,,ON
na,,,,592.86,,,-43.2200,-20.3756,978434.1800,,ON
na,,,,620.11,,,-43.2286,-20.3761,978428.9200,,ON
na,,,,577.72,,,-43.1447,-20.3961,978439.3000,,ON
na,,,,710.14,,,-43.2475,-20.3714,978409.7100,,ON
na,,,,1168.32,,,-43.5139,-20.3781,978343.7000,,ON
na,,,,597.58,,,-43.0406,-20.4111,978438.5900,,ON
na,,,,571.42,,,-43.0494,-20.4106,978443.7900,,ON
na,,,,636.28,,,-43.0583,-20.4061,978432.4000,,ON
na,,,,591.04,,,-43.1264,-20.4072,978437.2100,,ON
na,,,,576.78,,,-43.0683,-20.4072,978443.5800,,ON
na,,,,550.18,,,-43.1306,-20.3981,978444.7600,,ON
na,,,,600.08,,,-43.0867,-20.4103,978439.5300,,ON
na,,,,609.89,,,-43.0967,-20.4108,978436.5500,,ON
na,,,,593.61,,,-43.1031,-20.4081,978439.1800,,ON
na,,,,587.77,,,-43.0778,-20.4081,978441.5200,,ON
na,,,,696.79,,,-43.1175,-20.4178,978418.7500,,ON
na,,,,639.22,,,-43.1244,-20.4150,978429.4800,,ON
na,,,,655.38,,,-43.2386,-20.3733,978420.9500,,ON
na,,,,1156.29,,,-43.5233,-20.3814,978347.4400,,ON
na,,,,778.91,,,-43.2561,-20.3747,978397.0700,,ON
na,,,,868.81,,,-43.4506,-20.3939,978397.4400,,ON
na,,,,823.85,,,-43.4408,-20.3925,978406.2400,,ON
na,,,,733.57,,,-43.4189,-20.3869,978422.2500,,ON
na,,,,752.37,,,-43.4275,-20.3878,978418.9700,,ON
na,,,,807.68,,,-43.4344,-20.3928,978409.8800,,ON
na,,,,727.39,,,-43.3303,-20.3814,978422.0000,,ON
na,,,,846.42,,,-43.3997,-20.3847,978403.7700,,ON
na,,,,933.53,,,-43.4586,-20.3914,978382.3900,,ON
na,,,,989.28,,,-43.4675,-20.3886,978372.7900,,ON
na,,,,1053.05,,,-43.4775,-20.3864,978360.3900,,ON
na,,,,1128.52,,,-43.4867,-20.3864,978348.3500,,ON
na,,,,1164.33,,,-43.4961,-20.3856,978343.0900,,ON
na,,,,1170.83,,,-43.5056,-20.3806,978341.8200,,ON
na,,,,772.05,,,-43.4089,-20.3847,978416.1300,,ON
na,,,,818.14,,,-43.2653,-20.3706,978389.3400,,ON
na,,,,788.85,,,-43.3225,-20.3853,978409.1400,,ON
na,,,,862.78,,,-43.2853,-20.3739,978385.8400,,ON
na,,,,862.25,,,-43.3803,-20.3817,978405.9800,,ON
na,,,,849.46,,,-43.2942,-20.3769,978390.5200,,ON
na,,,,817.55,,,-43.3025,-20.3775,978399.3700,,ON
na,,,,810.14,,,-43.3117,-20.3817,978403.4300,,ON
na,,,,920.65,,,-43.3906,-20.3831,978392.1800,,ON
na,,,,856.91,,,-43.2761,-20.3711,978385.4700,,ON
na,,,,776.27,,,-43.3389,-20.3839,978413.8800,,ON
na,,,,733.71,,,-43.3475,-20.3822,978424.4300,,ON
na,,,,719.51,,,-43.3531,-20.3869,978429.5700,,ON
na,,,,758.17,,,-43.3628,-20.3883,978423.3000,,ON
na,,,,812.55,,,-43.3717,-20.3869,978413.7000,,ON
na,,,,144.71,,,-42.0000,-21.0000,978605.4400,,ON
na,,,,100.22,,,-41.0001,-21.0000,978689.6700,,ON
na,,,,109.76,,,-41.0001,-21.0000,978643.7600,,ON
na,,,,641.54,,,-42.3017,-20.3094,978465.2200,,ON
na,,,,650.30,,,-42.2825,-20.3072,978464.1900,,ON
na,,,,671.09,,,-42.2733,-20.3064,978460.6400,,ON
na,,,,687.89,,,-42.3108,-20.3097,978457.5600,,ON
na,,,,615.98,,,-42.3411,-20.2839,978469.2300,,ON
na,,,,622.75,,,-42.2925,-20.3072,978469.3600,,ON
na,,,,795.72,,,-42.2192,-20.2914,978440.4100,,ON
na,,,,825.98,,,-42.2108,-20.2861,978435.3900,,ON
na,,,,687.45,,,-42.2550,-20.2994,978457.2800,,ON
na,,,,696.08,,,-42.2650,-20.3025,978455.9500,,ON
na,,,,745.42,,,-42.2289,-20.2931,978446.8700,,ON
na,,,,705.13,,,-42.2378,-20.2964,978454.9500,,ON
na,,,,681.29,,,-42.2481,-20.2956,978458.5500,,ON
na,,,,805.50,,,-42.1969,-20.2747,978440.8000,,ON
na,,,,722.51,,,-41.1608,-20.3325,978446.3400,,ON
na,,,,803.85,,,-42.2028,-20.2819,978440.2800,,ON
na,,,,1036.16,,,-41.4278,-20.2153,978376.9900,,ON
na,,,,790.37,,,-41.4575,-20.2181,978423.7600,,ON
na,,,,1101.92,,,-41.4192,-20.2200,978366.5700,,ON
na,,,,1170.97,,,-41.4094,-20.2347,978355.6800,,ON
na,,,,961.30,,,-41.4369,-20.2183,978389.9900,,ON
na,,,,899.82,,,-41.4469,-20.2158,978402.7200,,ON
na,,,,1067.53,,,-41.3728,-20.2267,978375.4300,,ON
na,,,,1132.75,,,-41.4153,-20.2275,978360.7100,,ON
na,,,,759.73,,,-41.4725,-20.2272,978432.0300,,ON
na,,,,1103.97,,,-41.3544,-20.2314,978366.9900,,ON
na,,,,1140.65,,,-41.3919,-20.2300,978362.2600,,ON
na,,,,1063.90,,,-41.3458,-20.2342,978374.3800,,ON
na,,,,1163.34,,,-41.3994,-20.2358,978358.7700,,ON
na,,,,1042.12,,,-41.3644,-20.2317,978380.8800,,ON
na,,,,759.66,,,-41.4928,-20.2314,978432.7000,,ON
na,,,,1096.96,,,-41.3822,-20.2289,978370.9800,,ON
na,,,,766.83,,,-41.4636,-20.2242,978429.1200,,ON
na,,,,1033.28,,,-41.3286,-20.2444,978378.3200,,ON
na,,,,689.66,,,-41.5775,-20.2650,978448.6400,,ON
na,,,,782.28,,,-42.1592,-20.2508,978449.1600,,ON
na,,,,736.44,,,-41.5592,-20.2469,978438.8800,,ON
na,,,,697.84,,,-41.5686,-20.2617,978446.9800,,ON
na,,,,681.32,,,-41.5867,-20.2636,978451.3300,,ON
na,,,,702.48,,,-41.5964,-20.2633,978446.9100,,ON
na,,,,736.72,,,-41.5658,-20.2533,978438.9800,,ON
na,,,,760.77,,,-41.4822,-20.2297,978432.1700,,ON
na,,,,743.65,,,-41.5092,-20.2358,978436.8700,,ON
na,,,,791.52,,,-41.5283,-20.2339,978427.4200,,ON
na,,,,754.98,,,-41.5011,-20.2308,978433.6400,,ON
na,,,,755.71,,,-41.5481,-20.2483,978434.7900,,ON
na,,,,767.24,,,-41.5189,-20.2375,978433.3400,,ON
na,,,,771.89,,,-41.5464,-20.2397,978432.0500,,ON
na,,,,802.56,,,-41.5367,-20.2367,978425.8800,,ON
na,,,,1034.38,,,-41.3378,-20.2408,978380.1400,,ON
na,,,,703.76,,,-41.6150,-20.2697,978447.1900,,ON
na,,,,723.33,,,-41.1511,-20.3289,978447.2700,,ON
na,,,,714.79,,,-41.1783,-20.3361,978449.3400,,ON
na,,,,724.40,,,-41.1425,-20.3256,978447.6800,,ON
na,,,,731.12,,,-41.1275,-20.3353,978451.3700,,ON
na,,,,1043.51,,,-41.3117,-20.2500,978374.8400,,ON
na,,,,720.44,,,-41.1689,-20.3356,978446.7400,,ON
na,,,,610.00,,,-41.2439,-20.3683,978472.0300,,ON
na,,,,731.79,,,-41.1336,-20.3269,978448.2300,,ON
na,,,,720.54,,,-41.1978,-20.3375,978451.3200,,ON
na,,,,938.50,,,-41.0750,-20.3600,978414.2400,,ON
na,,,,933.11,,,-41.0678,-20.3636,978417.5100,,ON
na,,,,800.42,,,-41.1103,-20.3422,978435.8100,,ON
na,,,,745.23,,,-41.1183,-20.3381,978449.1600,,ON
na,,,,956.43,,,-41.0844,-20.3556,978409.9000,,ON
na,,,,917.76,,,-41.0925,-20.3500,978414.9400,,ON
na,,,,854.59,,,-41.1028,-20.3478,978425.6800,,ON
na,,,,711.21,,,-41.1878,-20.3369,978451.3300,,ON
na,,,,1019.77,,,-41.3181,-20.2422,978379.2300,,ON
na,,,,1061.15,,,-41.2778,-20.2617,978372.4500,,ON
na,,,,1056.71,,,-41.2597,-20.2822,978374.6300,,ON
na,,,,1050.52,,,-41.2697,-20.2669,978374.8300,,ON
na,,,,759.66,,,-41.2125,-20.3239,978441.8300,,ON
na,,,,1101.44,,,-41.2864,-20.2575,978364.7500,,ON
na,,,,1090.13,,,-41.2956,-20.2600,978366.8000,,ON
na,,,,1062.89,,,-41.3050,-20.2567,978370.9600,,ON
na,,,,1024.36,,,-41.2658,-20.2750,978378.8600,,ON
na,,,,745.63,,,-41.2044,-20.3294,978446.6200,,ON
na,,,,779.10,,,-41.2211,-20.3158,978432.3700,,ON
na,,,,719.87,,,-41.2208,-20.3200,978447.2500,,ON
na,,,,1086.77,,,-41.2553,-20.2886,978369.1700,,ON
na,,,,1052.92,,,-41.2422,-20.2925,978376.4900,,ON
na,,,,927.97,,,-41.2294,-20.3044,978404.2900,,ON
na,,,,1019.20,,,-41.2328,-20.2928,978384.6100,,ON
na,,,,701.59,,,-41.6047,-20.2678,978446.3900,,ON
na,,,,791.05,,,-42.1881,-20.2711,978445.6900,,ON
na,,,,704.76,,,-41.6250,-20.2711,978446.4600,,ON
na,,,,658.90,,,-41.9319,-20.2483,978465.5700,,ON
na,,,,651.11,,,-42.0031,-20.2550,978477.4100,,ON
na,,,,708.44,,,-41.9953,-20.2528,978465.7500,,ON
na,,,,601.09,,,-41.9767,-20.2461,978482.3200,,ON
na,,,,700.14,,,-42.0128,-20.2581,978469.1600,,ON
na,,,,658.91,,,-42.0222,-20.2600,978477.5500,,ON
na,,,,654.58,,,-42.0317,-20.2589,978478.3500,,ON
na,,,,652.00,,,-41.9861,-20.2489,978473.8900,,ON
na,,,,626.61,,,-42.0436,-20.2722,978484.4600,,ON
na,,,,734.61,,,-41.9222,-20.2472,978451.3100,,ON
na,,,,726.68,,,-41.6425,-20.2764,978442.8200,,ON
